address;name;type;postcode;phone;email;educational;topics;languages;lat;lon
Heiligenseestr. 63;Kita am Südfeld gGmbH;Kindertagesstätte;13507;03089743133;info@kita-am-suedfeld.de;;Gesundheit, Körper und Bewegung;;52.57472929999999;13.2706899
Alt-Tegel 37;Ev. Kirchengemeinde Alt-Tegel;Kindertagesstätte;13507;0304339675;post@ev-kita-alt-tegel.de;;;;52.5877101;13.2774316
Sterkrader Str. 47;Ev. Kirchengemeinde Tegel-Süd;Kindertagesstätte;13507;030432 61 52;;;;;52.5777984;13.2838031
Bernstorffstr. 18;Lieblingskinder gemeinnützigeUnternehmergesellschaft (haftungsbeschränkt);Kindertagesstätte;13507;030;info@lieblingskinder.de;;;;52.59094899999999;13.2857043
Schlieperstr. 54;Hokus Pokus e.V.;Eltern-Initiativ-Kindertagesstätte;13507;03030364646;;;;;52.5862209;13.280269
Karolinenstr. 21;KLAX Berlin gGmbH;Kindertagesstätte;13507;03043658839;seesterne@klax-online.de;Sonstiges;;;52.59160929999999;13.2815279
Karolinenstr. 3;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13507;0304399390;karolinenstr@kita-nordwest.de;;;;52.59643999999999;13.27805
Werdohler Weg 81;Euro-Schulen gemeinnützige Gesellsch. für berufl. Bildung und Beschäftigung mbH;Kindertagesstätte;13507;0304328040;waldraeuber@eso.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;deutsch - englisch, deutsch - polnisch;52.5716207;13.2723263
Hatzfeldtallee 14;Lieblingskinder gemeinnützigeUnternehmergesellschaft (haftungsbeschränkt);Kindertagesstätte;13509;0173 6185323;info@lieblingskinder.de;;;;52.5923414;13.2915357
Gorkistr. 127;Evangelisch-methodistische Kirche;Kindertagesstätte;13509;433 20 54;;;;;52.5919211;13.3020195
Erholungsweg 1;Arbeiterwohlfahrt Kreisverband Südost e.V.;Kindertagesstätte;13509;433 81 54;info-freiescholle@awo-suedost.de;Situationsansatz;;;52.59814;13.30593
Klinnerweg 53;Ev. Kirchengemeinde Borsigwalde;Kindertagesstätte;13509;0304377 4397;;;;;52.5862347;13.3033304
Waidmannsluster Damm 178;Remmi Demmi gemeinnützige GmbH;Kindertagesstätte;13509;03053093439;info@kita-remmi-demmi.de;Situationsansatz;;;52.5969853;13.2953802
Tietzstr. 12;TÄKS e. V.;Eltern-Initiativ-Kindertagesstätte;13509;030435 10 72;tietzerstrolche@taeks.de;Ansatz von Emmi Pikler, Montessori-Pädagogik, Situationsansatz;;;52.58368;13.30599
Liebfrauenweg 15;Kath. Kirchengemeinde Herz-Jesu;Kindertagesstätte;13509;0304337024;kita@herz-jesu-tegel.de;Situationsansatz;;;52.5996001;13.2951027
Schubartstr. 44;Lieblingskinder gemeinnützigeUnternehmergesellschaft (haftungsbeschränkt);Kindertagesstätte;13509;030;;;;;52.5838962;13.3036082
Waidmannsluster Damm 7C;Gemeinde auf dem Weg Evangelische Freikirche e.V.;Kindertagesstätte;13509;030857919610;kita@gadw.org;;;;52.5890862;13.3032995
Ernststr. 78 -84;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13509;03043091585;ernststr@kita-nordwest.de;Situationsansatz;Körper und Bewegung;;52.5847935;13.3043655
Oeserstr. 8;AWO pro:mensch gGmbH;Kindertagesstätte;13509;0304335108;kita.apfelbaeumchen@awo-pro-mensch.de;Situationsansatz;Integration von Kindern mit Behinderung, Natur- und Umweltpädagogik;;52.58942;13.29449
Hermsdorfer Damm 192;Kleine Nordlichter e.V.;Eltern-Initiativ-Kindertagesstätte;13509;404 70 23;vorstand@kleine-nordlichter.de;;;;52.5969181;13.283867
Tile-Brügge-Weg 49;Evangelische Hoffnungskirche Neu-Tegel;Kindertagesstätte;13509;03043407246;kita@hoffnungskirche-berlin.de;;;;52.59179229999999;13.2950025
Seeburger Weg 35;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13581;03036478030;seeburgerweg@kita-nordwest.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.5227874;13.1737032
Seeburger Str. 9 - 11;Fröbel Bildung und Erziehung gGmbH;Kindertagesstätte;13581;03031168989;seeburger-berlin@froebel-gruppe.de;;;;52.528627;13.1913769
Elsflether Weg 32;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13581;03033308430;elsfletherweg@kita-nordwest.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Körper und Bewegung;;52.529674;13.1923183
Klosterstr. 3;KLAX Berlin gGmbH;Kindertagesstätte;13581;030639623690;KarlssonvomDach@klax-kita.de;;;;52.53329;13.19779
Krowelstr. 33;Elterninitiierte Kindertagesstätte Krowelstr. e.V.;Eltern-Initiativ-Kindertagesstätte;13581;030332 51 71;krowelstrasse.kinderladen@web.de;;;;52.52562289999999;13.1979489
Seeburger Str. 41;EKT Die Seeburg e.V.;Eltern-Initiativ-Kindertagesstätte;13581;0303324424;;;;;52.52616;13.1803781
Germersheimer Weg 27 - 29;TW Help for Family gGmbH;Kindertagesstätte;13583;03012029155;kita.kinderarche.berlin@gmail.com;Sonstiges;Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik, Religionspädagogik;;52.543588;13.1851437
Remscheider Str. 39;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13583;0303789080;remscheiderstr@kita-nordwest.de;Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;;52.5487877;13.1763263
Spekteweg 63;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;13583;030030 3758 6900;kita-amspektesee@fippev.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.54459;13.17082
Germersheimer Weg 93;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13583;03037153260;germersheimerweg@kita-nordwest.de;Gesundheit, Naturwissenschaftliche Grunderfahrungen;;;52.54991;13.18651
Henri-Dunant-Platz 5;Ev. Jeremia Kirchengemeinde;Kindertagesstätte;13583;030372 70 96;kita@ev-jeremia-gemeinde.de;;;;52.5415512;13.1833579
Staakener Str. 16;Center Lingual gemeinnützige UG(haftungsbeschränkt);Kindertagesstätte;13583;03054833613;;;;;52.5363917;13.1907406
Jagowstr. 16;Kinderhaus Gruberzeile e.V.;Eltern-Initiativ-Kindertagesstätte;13585;335 40 72;olaf.strackharn@freenet.de;Situationsansatz;;;52.547525;13.2050449
Neuendorfer Str. 72;Oscar e.V.;Eltern-Initiativ-Kindertagesstätte;13585;030335 53 29;angelika_templin@yahoo.de;Situationsansatz;;;52.5492266;13.2100992
Kirchhofstr. 35;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13585;03033309675/76;kirchhofstr@kita-nordwest.de;Körper und Bewegung;Gesundheit, Integration von Kindern mit Behinderung;;52.5449934;13.2066192
Hasenmark 2;Kath. Kirchengemeinde St. Marien;Kindertagesstätte;13585;0303337343;kita@maria-hilfederchristen.de;Situationsansatz;;;52.54120100000001;13.1983917
Lasiuszeile 6;Juwo - Kita gGmbH;Kindertagesstätte;13585;030030 20339304;erdmann-bertsch@jugendwohnen-berlin.de;;Integration von Kindern mit Behinderung;;52.54771;13.20386
Blumenstr. 14;Orte für Kinder GmbH;Kindertagesstätte;13585;0303377  49311;blumenstrasse@ortefuerkinder.de;;;;52.5462004;13.1964698
Jagowstr. 16A;Kinderladen Dreiecke & Kreise e. V.;Eltern-Initiativ-Kindertagesstätte;13585;0303362094;kinderladen.dreiecke.u.kreise.e.v@arcor.de;;;;52.5473325;13.2050502
Falkenhagener Str. 10;Die Spreebande e.V.;Eltern-Initiativ-Kindertagesstätte;13585;0303357688;;;;;52.5453349;13.2021191
Neuendorfer Str. 3;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13585;03033773960;neuendorferstr@kita-nordwest.de;;;;52.54143;13.2067
Ackerstr. 23;Orte für Kinder GmbH;Kindertagesstätte;13585;030333 30 69;ackerstrasse@ortefuerkinder.de;;;;52.54579;13.19547
Neuendorfer Str. 56;Arbeiterwohlfahrt Kreisverband Spandau e.V.;Kindertagesstätte;13585;030336 43 87;kita-wundertuete@awo-spandau.de;Integration von Kindern mit Behinderung;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung;;52.55256;13.21009
Brauereihof 1;Kinder in Bewegung gGmbHGemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports;Kindertagesstätte;13585;03033773950;mail@kita-brauereihof.de;Körper und Bewegung;;;52.5471627;13.2099717
Neuendorfer Str. 73;Oscar e.V.;Eltern-Initiativ-Kindertagesstätte;13585;336 30 25;angelika_templin@yahoo.de;Situationsansatz;;;52.548811;13.2100582
Flankenschanze 48;Kleiner Fratz GmbH;Kindertagesstätte;13585;03035 13 19 15;kita.spandau@kleiner-fratz-berlin.de;Situationsansatz;Interkulturelle Pädagogik;;52.54245;13.19595
Mertensstr. 10 - 14;CJD Berlin Im Christlichen Jugenddorfwerk Deutschlands e.V.;Kindertagesstätte;13587;03033309540;kita.gerda+rolf-schopf@cjd-berlin.de;;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung;;52.56443;13.21473
Schlehenweg 6;Evangelische Wichern-Radelandgemeinde;Kindertagesstätte;13587;030335 19 95;kita@wichern-radelandgemeinde.de;Situationsansatz;;;52.56811;13.20671
Hakenfelder Str. 34;Orte für Kinder GmbH;Kindertagesstätte;13587;030353 052 933;waldgeister@ortefuerkinder.de;;;;52.567032;13.1984049
Wichernstr. 14;Evangelische Wichern-Radelandgemeinde;Kindertagesstätte;13587;03035505083;wichernzwerge@wichern-radelandgemeinde.de;;;;52.56747;13.2064
Streitstr. 9 - 11;GFBE gGmbH- Gesellschaft für Bildung und Erziehung;Kindertagesstätte;13587;030;kitaelfenbein@web.de;;;;52.55579729999999;13.2078115
Schönwalder Allee 26 Haus 35a;Evangelisches Johannesstift Jugendhilfe gGmbH;Kindertagesstätte;13587;03033609643;info.jugendhilfe@evangelisches-johannesstift.de;Situationsansatz;;;52.5691198;13.1959327
Am Maselakepark 21;OUTLAW gemeinnützige Gesellschaft für Kinder- und Jugendhilfe mbH;Kindertagesstätte;13587;030339379290;Kita-maselakepark@outlaw-ggmbh.de;Situationsansatz;Gesundheit, Natur- und Umweltpädagogik;;52.5560613;13.2107311
Am Maselakepark 6;Orte für Kinder GmbH;Kindertagesstätte;13587;03035507-081;taka-tuka-land@ortefuerkinder.de;;;;52.5560613;13.2107311
Streitstr. 74;Kinder Vision gemeinnützige GmbH;Kindertagesstätte;13587;03089623747;info@kinder-vision.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Gesundheit, Körper und Bewegung;;52.5576;13.20739
An der Havelspitze 19;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13587;03033779900;havelspitze@kita-nordwest.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik;deutsch - englisch;52.55801409999999;13.2207956
Wichernstr. 57;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13587;030337759490;wichernstr@kita-nordwest.de;;;;52.56707;13.20599
Wasserwerkstr. 3;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;13589;03037499030;wasserwerkstrasse@humanistischekitas.de;Situationsansatz;;;52.55243;13.16454
Schwanter Weg 3;Ev. Kirchengemeinde Radeland;Eltern-Kind-Gruppe;13589;03044723804;gemeinde_buero@wichern-radelandgemeinde.de;;;;52.5583895;13.1823915
Im Spektefeld 44;Christburg Campus gemeinnützige GmbH;Kindertagesstätte;13589;0304434237-240;Immanuel-Kita@Christburg-Campus.de;;Interkulturelle Pädagogik, Natur- und Umweltpädagogik;;52.54951029999999;13.1532242
Falkenseer Chaussee 8;Arbeiterwohlfahrt Kreisverband Spandau e.V.;Kindertagesstätte;13589;0303754960;kita-sternschnuppe@awo-spandau.de;;;;52.5512672;13.1652305
Stadtrandstr. 493 -499;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13589;03037586930;stadtrandstr@kita-nordwest.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.5525909;13.1533176
Hermann-Schmidt-Weg 7;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;13589;030030 3715 1117;kita-fantasia@fippev.de;Situationsansatz;;;52.5513833;13.173193
Griesingerstr. 11;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13589;03037586940;griesingerstr@kita-nordwest.de;Integration von Kindern mit Behinderung;Integration von Kindern mit Behinderung;;52.56023;13.15346
Westerwaldstr. 16;Ev. Kirchengemeinde Zuflucht;Kindertagesstätte;13589;03037584361;spandauer_spatzen@yahoo.de;Integration von Kindern mit Behinderung;;;52.5505396;13.1785489
Im Spektefeld 26;Ev. Kirchengemeinde Paul-Gerhardt;Kindertagesstätte;13589;03037585253;kita@paulgerhardtgemeinde.de;;;;52.5492305;13.1575556
Zweiwinkelweg 12;Arbeiterwohlfahrt Kreisverband Spandau e.V.;Kindertagesstätte;13591;03037151761;kita-zwergenwinkel@awo-spandau.de;Situationsansatz;;;52.53154000000001;13.14643
Spandauer Str. 84;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13591;03036709220;spandauerstr@kita-nordwest.de;Situationsansatz;Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung;;52.53598;13.15499
Brunsbütteler Damm 413;Arbeiterwohlfahrt Kreisverband Spandau e.V.;Kindertagesstätte;13591;030363 00 68;kita-felhaeschen@awo-spandau.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung, Natur- und Umweltpädagogik;;52.53432;13.13592
Schulstr. 3;Stiftung Jona;Kindertagesstätte;13591;030;info@stiftung-jona.de;;;;52.5296336;13.138672
Am Kiesteich 50;Kath. Kirchengemeinde St. Markus;Kindertagesstätte;13591;0303735491;KitaSt.Markus@t-online.de;Situationsansatz;;;52.5348604;13.1431864
Beim Pfarrhof 42;Ev. Kirchengemeinde Staaken-Gartenstadt;Kindertagesstätte;13591;030366 22 91;kitastaaken@gmx.de;Körper und Bewegung;;;52.54136;13.14491
Richard-Münch-Str. 69;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13591;03036479501;richard-muench69@kita-nordwest.de;Situationsansatz;Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik, Theaterpädagogik;;52.5244537;13.1486586
Stieglakeweg 11;Ev. Kirchengemeinde zu Staaken;Kindertagesstätte;13591;030366 14 56;nieland@kirchengemeinde-staaken.de;;;;52.53396;13.1499
Brunsbütteler Damm 409;Kneipp-Verein Berlin e.V.;Kindertagesstätte;13591;030363 63 40;;;;;52.53387;13.1364
Finkenkruger Weg 70;Spandauer Schwalbennest e.V.;Eltern-Initiativ-Kindertagesstätte;13591;030367 88 31;info@kila-schwalbennest.de;Situationsansatz;;;52.5451266;13.1441228
Wiesenweg 20;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13591;03036478010;wiesenweg@kita-nordwest.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.52808;13.1400916
Richard-Münch-Str. 1;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13591;0303699850;richard-muench1@kita-nordwest.de;Ansatz von Emmi Pikler, Freinet-Pädagogik;Integration von Kindern mit Behinderung;;52.5256818;13.1491408
Brunsbütteler Damm 77;smartKids Kindertagesstätten gGmbH;Kindertagesstätte;13591;03037306077;info@kindervillaspandau.de;Situationsansatz;;;52.5348604;13.1431864
Reimerweg 11;SIS Swiss International School gGmbH;Kindertagesstätte;13593;03036439820;info.berlin@swissinternationalschool.de;;;deutsch - englisch;52.521124;13.1529315
Obstallee 22B;Ev. Kirchengemeinde zu Staaken;Kindertagesstätte;13593;03022194148;regenbogen@kirchengemeinde-staaken.de;Integration von Kindern mit Behinderung;;;52.5216;13.16721
Leubnitzer Weg 2;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;13593;030030 3640 3956;kita-wunderblume@fippev.de;;Integration von Kindern mit Behinderung;;52.52115999999999;13.17246
Pillnitzer Weg 6;Humanistischer Verband Deutschlands,Landesverband Berlin-Brandenburg e. V.;Kindertagesstätte;13593;030030-20 91 48 90;pillnitzerweg@humanistischekitas.de;Situationsansatz;Integration von Kindern mit Behinderung;;52.52276;13.15683
Magistratsweg 69;Kids-R-Kids gUG (haftungsbeschränkt);Kindertagesstätte;13593;030;info@kids-r-kids.de;;;deutsch - englisch;52.5186392;13.1696369
Mareyzeile 22;Kinder in Bewegung gGmbHGemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports;Kindertagesstätte;13593;030364 78 000;mail@kita-mareyzeile.de;Körper und Bewegung;;;52.5167061;13.1624932
Räcknitzer Steig 6;Jugend- und Sozialwerk gGmbH;Kindertagesstätte;13593;03036435141;staakenbaer-bln@jus-or.de;Integration von Kindern mit Behinderung;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik;;52.5232;13.1707
Wilhelmstr. 148;EKT - Traumzauberbaum e. V.;Eltern-Initiativ-Kindertagesstätte;13595;0303326160;;;;;52.52478;13.19376
Pichelsdorfer Str. 53;Pichelsdorfer Zwerge gemeinnützige GmbH;Kindertagesstätte;13595;03025209170;info@pichelsdorfer-zwerge.de;Situationsansatz;Gesundheit, Körper und Bewegung;;52.5186595;13.1975444
Weißenburger Str. 22;Eltern-initiierte Kindertagesstätte Weißenburger Straße e.V.;Eltern-Initiativ-Kindertagesstätte;13595;0303611112;;;;;52.52325829999999;13.1999285
Weißenburger Str. 30;EKT Kleine Riesen e.V.;Eltern-Initiativ-Kindertagesstätte;13595;0303615401;ektkleineriesen.ev@web.de;Sonstiges;;;52.5234093;13.2023398
Jaczostr. 51;Orte für Kinder GmbH;Kindertagesstätte;13595;0303650 0290;havelnest@ortefuerkinder.de;;;;52.5117165;13.1869737
Jaczostr. 52;Ev. Weinbergkirchengemeinde;Eltern-Kind-Gruppe;13595;030361 25 32;info@weinberggemeinde.de;;;;52.5116471;13.1863726
Götelstr. 62;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13595;03036286449;goetelstr62@kita-nordwest.de;;Natur- und Umweltpädagogik;;52.51726;13.20272
Baumertweg 5;Ev. Melanchthon-Kirchengemeinde;Kindertagesstätte;13595;030362 22 81;kita@melanchthon-kirche.de;Integration von Kindern mit Behinderung;;;52.51677;13.1941
Pichelsdorfer Str. 79;Ev. Melanchthon-Kirchengemeinde;Kindertagesstätte;13595;030339369029;krippe@melanchthon-kirche.de;;;;52.5218236;13.1975114
Grimnitzstr. 5B;Förderverein christlicher Kindererziehung e.V.;Eltern-Initiativ-Kindertagesstätte;13595;0303611615;kita-senfkornbande@web.de;;Integration von Kindern mit Behinderung, Religionspädagogik;;52.51647999999999;13.19535
Földerichstr. 67;smartKids Kindertagesstätten gGmbH;Kindertagesstätte;13595;+491706559626;kita.kindertreff@freenet.de;Situationsansatz;;;52.5240716;13.1947463
Metzer Str. 4;Elterninitiativ Kita Bananas e. V.;Eltern-Initiativ-Kindertagesstätte;13595;03033308750;kita-bananas-e.v@hotmail.de;Situationsansatz;;;52.525021;13.1957685
Götelstr. 68;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13595;03036996960;goetelstr68@kita-nordwest.de;;Integration von Kindern mit Behinderung;;52.5179359;13.202333
Wilhelmstr. 25;Spielhaus e.V.;Eltern-Initiativ-Kindertagesstätte;13595;0303638690;spielhaus_berlin@yahoo.de;Situationsansatz;;;52.50766849999999;13.1916922
Wilhelmstr. 25 -30;IBEB Initiative für Bildung und Erziehung Berlin gemeinnützige GmbH;Kindertagesstätte;13595;03074742747;spandau@kita-kinderparadies.de;Situationsansatz;;;52.50766849999999;13.1916922
Münsingerstr. 3;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13597;0303330402;muensingerstr@kita-nordwest.de;;;;52.5378996;13.1997196
Behnitz 3;Ev. Kirchengemeinde St. Nikolai;Kindertagesstätte;13597;030333 58 63;kitabehnitz@nikolai-spandau.de;;;;52.53914;13.2086
Plantage 8;Elterninitiierte Kindertagesstätte Schüler- und Kinderladen Spandau e.V.;Eltern-Initiativ-Kindertagesstätte;13597;0303323258;patrizia-f@web.de;;;;52.5321417;13.202378
Hohenzollernring 104;Waldfüchse Spandau e.V.;Kindertagesstätte;13597;0303357974;;Montessori-Pädagogik;;;52.5295796;13.2139084
Galenstr. 29;Orte für Kinder GmbH;Kindertagesstätte;13597;030330 96 610;vogelnest@ortefuerkinder.de;;;;52.5380092;13.1967486
Seegefelder Str. 116;Ev. Kirchengemeinde Klosterfelde;Kindertagesstätte;13597;030372 58 57;kita.klosterfelde@freenet.de;;;;52.5295796;13.2139084
Grunewaldstr. 7;Ev. Kirchengemeinde St. Nikolai;Kindertagesstätte;13597;03035102375;g.cramer@nikolai-spandau.de;Situationsansatz;;;52.53084;13.20496
Carl-Schurz-Str. 2 -6;Bezirksamt Spandau von Berlin, Abt. Jugend;Kindertagesstätte;13597;030;isbj-helpdesk@senbjf.berlin.de;;;;52.5349302;13.2007569
Heidereuterstr. 31;Havel-Kids Kinderbetreuung gGmbH;Kindertagesstätte;13597;030030 35530869-0;schatztruhe@havelkids.de;;;;52.5284688;13.2110951
Gorgasring 15;GFBE gGmbH- Gesellschaft für Bildung und Erziehung;Kindertagesstätte;13599;03064160038;infohaselhorst@kita-elfenbein.de;;;;52.54102;13.24308
Ruppiner-See-Str. 74;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Kindertagesstätte;13599;030030 3513 2091;kita-haveleck@fippev.de;;;;52.5571308;13.2294027
Haselhorster Damm 54 - 58;Ev. Kirchengemeinde Weihnacht-Haselhorst;Kindertagesstätte;13599;030334 87 37;kitahd@versanet.de;Situationsansatz;;;52.54692000000001;13.23741
Lünette 20;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13599;03035305190;luenette@kita-nordwest.de;;;;52.5470356;13.2323085
Olga-Tschechowa-Str. 15;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13599;03035499040;olga-tschechowa-str@kita-nordwest.de;Sonstiges;Gesundheit, Interkulturelle Pädagogik, Körper und Bewegung;;52.5459288;13.2259076
Pulvermühlenweg 8;BGFF - Berliner Gesellschaft für Förderunginterkultureller Bildung und Erziehung e. V.;Kindertagesstätte;13599;03084824040;kita_bgff@gmx.net;Situationsansatz;;;52.5465982;13.2278939
Gorgasring 9;Kath. Kirchengemeinde St. Joseph-Siemensstadt;Kindertagesstätte;13599;0303341113;kita-st.spephanus-haselhorst@versanet.de;;;;52.54243;13.24384
Gorgasring 12;Ev. Kirchengemeinde Weihnacht-Haselhorst;Kindertagesstätte;13599;030334 43 44;kitamah@versanet.de;;;;52.54148;13.24213
Paulsternstr. 20;Edusation - gemeinnützige Gesellschaft für Integration und Sprachförderung mbH;Kindertagesstätte;13599;030;;;;;52.5485032;13.2385645
Seestr. 90;Kinder im Kiez gGmbH;Kindertagesstätte;13627;030456 80 87;seestrasse@kinder-im-kiez.de;bewegungs-/sportorientiert;;;52.5409999;13.3044598
Halemweg 22;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13627;030343557990;halemweg@kita-nordwest.de;;Integration von Kindern mit Behinderung, Körper und Bewegung;;52.53785;13.28699
Heckerdamm 226;Ev. Kirchengemeinde Charlottenburg-Nord;Kindertagesstätte;13627;030381 26 56;ev.kitaploe@gmx.de;Körper und Bewegung;Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Religionspädagogik;;52.5395991;13.2998172
Seestr. 62;Wunderkinder gGmbH;Kindertagesstätte;13627;03091592688;info@kita-plapperfisch.de;Montessori-Pädagogik;Integration von Kindern mit Behinderung, Interkulturelle Pädagogik;;52.5409999;13.3044598
Toeplerstr. 5;Ev. Kirchengemeinde Charlottenburg-Nord;Kindertagesstätte;13627;030381 19 78;kita-regenbogenland@charlottenburg-nord.de;Situationsansatz;Ästhetische Bildung (Musik und Kunst);;52.53819;13.2863
Bernhard-Lichtenberg-Str. 20;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13627;030367024690;bernhard-lichtenberg-str@kita-nordwest.de;;Integration von Kindern mit Behinderung, Körper und Bewegung;;52.5393349;13.2976193
Seestr. 35;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Kindertagesstätte;13627;030453 63 07;kinderhaus-kapernaum@evkvbmn.de;;;;52.5409999;13.3044598
Kurt-Schumacher-Damm 41;Elternverein Wilde Wiese e. V.;Eltern-Initiativ-Kindertagesstätte;13627;03041700033;leitung-wildewiese@mailbox.org;Situationsansatz;Körper und Bewegung;;52.53833059999999;13.2947121
Saatwinkler Damm 42;Luftikus Kindergarten gGmbH;Kindertagesstätte;13629;0303831195;info@kita-luftikus.de;Situationsansatz;;;52.5400284;13.2653357
Schuckertdamm 336;Ev. Kirchengemeinde Siemensstadt;Eltern-Kind-Gruppe;13629;030381 24 55;buero@ev-gemeinde-siemensstadt.de;;;;52.54152;13.26722
Lenther Steig 4;CJD Berlin Im Christlichen Jugenddorfwerk Deutschlands e.V.;Kindertagesstätte;13629;03038306278;kita1@CJD-Berlin.de;Situationsansatz;;;52.5385;13.26719
An der Mäckeritzbrücke 4;Ev. Kirchengemeinde Siemensstadt;Kindertagesstätte;13629;03033776241;kita-dreieinigkeit@ev-gemeinde-siemensstadt.de;Integration von Kindern mit Behinderung;;;52.5505101;13.2692584
Lenther Steig 4;CJD Berlin Im Christlichen Jugenddorfwerk Deutschlands e.V.;Kindertagesstätte;13629;03038306283;kita2@cjd-berlin.de;Situationsansatz;;;52.5385;13.26719
Schuckertdamm 343;INA.KINDER.GARTEN Berlin gGmbH;Kindertagesstätte;13629;030669 33 720;schuckertdamm@ina-kiga-berlin.de;Situationsansatz;Natur- und Umweltpädagogik;deutsch - englisch;52.54076;13.26607
Goebelstr. 139;Kindergarten Schlumpfenland e.V.;Kindertagesstätte;13629;03028505187;;;;;52.5396069;13.2690219
Saatwinkler Damm 143;Saatwinkler Küken e.V.;Eltern-Initiativ-Kindertagesstätte;13629;382 26 15;saatwinkler.kueken@web.de;;;;52.54803;13.2629
Wernerwerkdamm 27A;Kinderladen IMMERFRECH e.V.;Eltern-Initiativ-Kindertagesstätte;13629;0303819313;kinderladen-immerfrech@gmx.de;;;;52.53532999999999;13.2707
Jungfernheideweg 77A;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Kindertagesstätte;13629;03034349310;jungfernheideweg@kita-nordwest.de;Situationsansatz;Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik;;52.54521;13.26976
Bernauer Str. 136;Arbeiterwohlfahrt Kreisverband Südost e.V.;Kindertagesstätte;13629;03043551074;info-schneckenhaus@awo-suedost.de;Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Körper und Bewegung, Situationsansatz;;;52.5528215;13.2494302
